"id","level","description","decoded_as","fields","parents","children"
"6202","3","Asterisk warning message.","None","[]","6200","6255"
"6210","5","Asterisk: Login session failed.","None","[]","6201",""
"6212","5","Asterisk: Login session failed (invalid extension).","None","[]","6201",""
"6251","10","Asterisk: Multiple failed logins.","None","[]","None",""
"6253","5","Asterisk: Login session failed (invalid iax user).","None","[]","6201",""
"6255","5","Asterisk: Possible Registration Hijacking.","None","[]","6202",""
"500000","0","Unbound grouping.","unbound","[]","None","500002"
"500002","0","Unbound: Info grouping.","None","[]","500000","500101"
"500101","0","Unbound: DNS A request.","None","[]","500002",""
"6300","0","Grouping for the MS-DHCP ipv4 rules.","ms-dhcp-ipv4","[]","None","6302, 6304, 6306, 6308, 6310, 6322, 6313, 6315, 6317, 6319, 6323, 6350"
"6302","3","MS-DHCP: The log was stopped.","None","[]","6300",""
"6304","0","MS-DHCP: A new IP address was leased to a client.","None","[]","6300",""
"6306","0","MS-DHCP: A lease was released by a client.","None","[]","6300",""
"6308","12","MS-DHCP: A lease request could not be satisfied because the scope's address pool was exhausted.","None","[]","6300",""
"6310","0","MS-DHCP: A lease was deleted.","None","[]","6300",""
"6322","0","MS-DHCP: A lease was expired and DNS records were deleted.","None","[]","6300",""
"6313","0","MS-DHCP: A dynamic BOOTP address was leased to a client.","None","[]","6300",""
"6315","0","MS-DHCP: A BOOTP IP address was deleted after checking to see it was not in use.","None","[]","6300",""
"6317","2","MS-DHCP: IP address cleanup statistics.","None","[]","6300",""
"6319","7","MS-DHCP: DNS update failed.","None","[]","6300",""
"6323","12","MS-DHCP: Packet dropped due to NAP policy.","None","[]","6300",""
"6350","0","Grouping for the MS-DHCP ipv6 rules.","ms-dhcp-ipv6","[]","6300","6352, 6355, 6357, 6359, 6361, 6363, 6365, 6367, 6369, 6371, 6373"
"6352","0","MS-DHCP: Advertise.","None","[]","6350",""
"6355","0","MS-DHCP: Renew.","None","[]","6350",""
"6357","7","MS-DHCP: DHCP Decline.","None","[]","6350",""
"6359","0","MS-DHCP: Information Request.","None","[]","6350",""
"6361","3","MS-DHCP: Started.","None","[]","6350",""
"6363","10","MS-DHCP: Audit log paused.","None","[]","6350",""
"6365","7","MS-DHCP: Bad Address.","None","[]","6350",""
"6367","0","MS-DHCP: Client deleted.","None","[]","6350",""
"6369","0","MS-DHCP: Expired.","None","[]","6350",""
"6371","2","MS-DHCP: Database cleanup begin.","None","[]","6350",""
"6373","12","MS-DHCP: Service not authorized in AD.","None","[]","6350",""
"80000","0","Puppet Master messages grouped.","puppet-master","[]","None","80002, 80004, 80006, 80008, 80010"
"80002","5","Puppet Master started","puppet-agent","[]","80000",""
"80004","5","Puppet Master: Permission denied","None","[]","80000",""
"80006","7","Puppet Master: not run - address in use","None","[]","80000",""
"80008","4","Puppet Master: Error","None","[]","80000",""
"80010","2","Puppet Master: Deprecated","None","[]","80000",""
"80051","5","Puppet Agent stopped","None","[]","80001",""
"80053","0","Puppet Agent: Certificate issue","None","[]","80001",""
"80055","4","Puppet Agent: Error - feature is missing","None","[]","80001",""
"80057","5","Puppet Agent: Error - failed to apply catalog","None","[]","80001",""
"80059","4","Puppet Agent: Error","None","[]","80001",""
"80071","0","Puppet Agent: Info","None","[]","80001",""
"80073","2","Puppet Agent: Info - executing ","None","[]","80001",""
"80091","0","Puppet ran in the last 30 minutes","None","[]","80090",""
"7200","0","Arpwatch messages grouped.","arpwatch","[]","None","7202, 7204, 7206, 7208"
"7202","9","Arpwatch: "flip flop" message. IP address/MAC relation changing too often.","None","[]","7200",""
"7204","9","Arpwatch: Changed network interface for ip address.","None","[]","7200",""
"7206","0","Arpwatch: detected bad address len (ignored).","None","[]","7200",""
"7208","1","Arpwatch: An IP has reverted to an old ethernet address.","None","[]","7200",""
"80100","0","Netscaler messages grouped.","netscaler","[]","None","80102, 80104, 80106, 80108, 80110, 80112, 80114, 80116, 80118, 80120, 80122, 80124, 80126, 80128, 80130, 80132, 80134, 80136, 80138"
"80102","10","Netscaler: Multiple AAA failed to login the user","None","[]","80100",""
"80104","4","Netscaler: UI/API command executed failed","None","[]","80100",""
"80106","10","Netscaler: UI/API dangerous command","None","[]","80100",""
"80108","3","Netscaler: SSLVPN session logs out","None","[]","80100",""
"80110","2","Netscaler: ICA application has terminated","None","[]","80100",""
"80112","10","Netscaler: Multiple non-http resource access denied","None","[]","80100",""
"80114","10","Netscaler: Multiple http resource access denied","None","[]","80100",""
"80116","5","Netscaler: SSLVPN session: client security expression evaluates to False","None","[]","80100",""
"80118","2","Netscaler: SNMP module stops","None","[]","80100",""
"80120","2","Netscaler: Stopped","None","[]","80100",""
"80122","2","Netscaler: Network interface stopped","None","[]","80100",""
"80124","2","Netscaler: Network interface reset","None","[]","80100",""
"80126","5","Netscaler: HA propagation failed","None","[]","80100",""
"80128","5","Netscaler: Firewall: Appsecure uthread at 0x%x had a stack error","None","[]","80100",""
"80130","2","Netscaler: SNMP Trap Sent","None","[]","80100",""
"80132","2","Netscaler: ACL Packet Log","None","[]","80100",""
"80134","3","Netscaler: Login to AAA TM vserver succeeds","None","[]","80100",""
"80136","5","Netscaler: A AAATM http resource access is denied by policy engine","None","[]","80100",""
"80138","3","Netscaler: UI/API login succeeds","None","[]","80100",""
"7300","0","Grouping of Symantec AV rules.","symantec-av","[]","None",""
"7310","9","Symantec-AV: Virus detected.","None","[]","7300, 7301",""
"80200","0","AWS alert.","json","['integration']","None","80325, 80335, 80440, 80450, 80480, 80490"
"80203","4","AWS Cloudtrail: $(aws.eventSource) - $(aws.eventName). Error: $(aws.errorCode).","None","['aws.source', 'aws.errorCode']","80202",""
"80251","3","AWS Cloudtrail: $(aws.eventSource) - $(aws.eventName).","None","['aws.errorCode', 'aws.eventName']","80202",""
"80253","3","AWS Cloudtrail: $(aws.eventSource) - $(aws.eventName) - User Login Success.","None","['aws.eventName']","80202","80255"
"80255","10","AWS Cloudtrail: $(aws.eventSource) - $(aws.eventName) - Possible breaking attempt (high number of login attempts).","None","['aws.responseElements.ConsoleLogin']","80253",""
"80301","3","AWS GuardDuty: $(aws.service.action.actionType) - $(aws.title)","None","['aws.source', 'aws.severity']","80300",""
"80303","10","AWS GuardDuty: $(aws.service.action.actionType) - $(aws.title)","None","['aws.severity', 'aws.severity']","80300",""
"80306","6","AWS GuardDuty: $(aws.service.action.actionType) - $(aws.title) [IP: $(aws.service.action.portProbeAction.portProbeDetails.remoteIpDetails.ipAddressV4)] [Port: $(aws.service.action.portProbeAction.portProbeDetails.localPortDetails.port)]","None","['aws.service.action.actionType', 'aws.service.action.actionType']","80302",""
"80325","3","AWS ALB alert.","None","['aws.service.action.actionType', 'aws.source']","80200",""
"80335","3","AWS NLB alert.","None","['aws.source', 'aws.source']","80200",""
"80351","3","AWS Macie $(aws.severity): $(aws.name) - $(aws.summary.description)","None","['aws.source', 'aws.severity']","80350",""
"80353","6","AWS Macie $(aws.severity): $(aws.name) - $(aws.summary.description)","None","['aws.severity', 'aws.severity']","80350",""
"80355","12","AWS Macie $(aws.severity): $(aws.name) - $(aws.summary.description)","None","['aws.severity', 'aws.severity']","80350",""
"80401","3","AWS VPC Flow: [$(aws.action)] - Interface: $(aws.interface_id) - Protocol: $(aws.protocol)","None","['aws.source', 'aws.action']","80400",""
"80440","0","AWS WAF alert.","None","['aws.action', 'aws.source']","80200",""
"80442","3","AWS WAF - Blocked request.","None","[]","80440,80441",""
"80450","0","AWS Config alert.","None","['aws.source']","80200","80452"
"80452","0","AWS Config - Snapshot","None","['aws.log_info.log_file', 'aws.log_info.log_file']","80450","80475"
"80454","3","The resource was newly discovered. AWS Config - History:  [$(aws.awsAccountId) $(aws.awsRegion)] [$(aws.resourceType)]: $(aws.resourceId) ($(aws.configurationItemStatus))","None","['aws.configurationItemStatus', 'aws.configurationItemStatus']","80451",""
"80456","3","The resource was deleted. AWS Config - History:  [$(aws.awsAccountId) $(aws.awsRegion)] [$(aws.resourceType)]: $(aws.resourceId) ($(aws.configurationItemStatus))","None","['aws.configurationItemStatus', 'aws.configurationItemStatus']","80451",""
"80475","3","AWS Config - Snapshot [$(aws.awsAccountId) $(aws.awsRegion)] [$(aws.resourceType)]: $(aws.resourceId) ($(aws.configurationItemStatus))","None","['aws.configurationItemStatus']","80452",""
"80480","0","AWS Trusted Advisor alert.","None","['aws.configuration.complianceType', 'aws.source']","80200","80482"
"80482","4","AWS Trusted Advisor - [$(aws.uuid)] [$(aws.check-name)]: $(aws.status)","None","['aws.status', 'aws.status']","80480",""
"80490","0","AWS KMS alert.","None","['aws.status', 'aws.source']","80200",""
"80492","3","AWS KMS: [$(aws.eventName)] $(aws.userIdentity.type) - $(aws.userIdentity.userName) - $(aws.sourceIPAddress)","None","['aws.userIdentity.userName']","80491","80494"
"80494","0","AWS KMS: [$(aws.eventName)] $(aws.userIdentity.type) - $(aws.userIdentity.userName) - $(aws.sourceIPAddress)","None","['aws.userIdentity.invokedBy', 'aws.userIdentity.invokedBy']","80492",""
"80496","10","AWS Inspector - Network assessment [$(aws.createdAt)]: $(aws.title) [$(aws.severity)]","None","['aws.source', 'aws.severity']","80495",""
"80498","4","AWS Inspector - Network assessment [$(aws.createdAt)]: $(aws.title) [$(aws.severity)]","None","['aws.severity', 'aws.severity']","80495",""
"7400","0","Grouping of Symantec Web Security rules.","symantec-websecurity","[]","None","7415"
"7415","3","Symantec-WS: Login success accessing the web proxy.","None","[]","7400",""
"80500","0","Serv-u messages grouped.","serv-u","[]","None","80502, 80504, 80506, 80508, 80510, 80512, 80514, 80516, 80518, 80520, 80522"
"80502","1","Serv-U: Domain started","None","[]","80500",""
"80504","3","Serv-U: User logged out","None","[]","80500",""
"80506","10","Serv-U: Multiple authentication failures.","None","[]","80500",""
"80508","0","Serv-U: Closed session","None","[]","80500",""
"80510","1","Serv-U: Event","None","[]","80500",""
"80512","0","Serv-U: File uploaded","None","[]","80500",""
"80514","0","Serv-U: File/Directory renamed","None","[]","80500",""
"80516","3","Serv-U: Directory deleted","None","[]","80500",""
"80518","0","Serv-U: User logged in FTP/FTPS","None","[]","80500",""
"80520","0","Serv-U: User logged in HTTP/HTTPS","None","[]","80500",""
"80522","4","Serv-U: FTP/FTPS Permission denied","None","[]","80500",""
"7600","0","Grouping of Trend OSCE rules.","trend-osce","[]","None","7611"
"7611","9","Trend: Virus detected and unable to clean up.","None","[]","7600",""
"80700","0","Audit: messages grouped.","auditd","[]","None","80702, 80704, 80710, 80712, 80714, 80716, 80718, 80720, 80722, 80724, 80726, 80731, 80740, 80742, 80783, 80789"
"80702","10","Auditd: Start / Resume FAILED","None","['audit.type', 'audit.res', 'audit.type', 'audit.res']","80700",""
"80704","10","Auditd: Abort","None","['audit.type', 'audit.res', 'audit.type']","80700",""
"80710","10","Auditd: device enables promiscuous mode","None","['audit.type', 'audit.type']","80700",""
"80712","10","Auditd: execution of a file ended abnormally","None","['audit.type', 'audit.type']","80700",""
"80714","8","Auditd: file or a directory access ended abnormally","None","['audit.type', 'audit.type']","80700",""
"80716","8","Auditd: maximum amount of Discretionary Access Control (DAC) or Mandatory Access Control (MAC) failures reached","None","['audit.type', 'audit.type']","80700",""
"80718","3","Auditd: user-space account addition ended abnormally.","None","['audit.type', 'audit.type']","80700",""
"80720","3","Auditd: user-space account modification ended abnormally.","None","['audit.type', 'audit.type']","80700",""
"80722","5","Auditd: account login attempt ended abnormally.","None","['audit.type', 'audit.type']","80700",""
"80724","5","Auditd: login attempt from a forbidden location.","None","['audit.type', 'audit.type']","80700",""
"80726","5","Auditd: login attempt is made at a time when it is prevented by.","None","['audit.type', 'audit.type']","80700",""
"80731","10","Auditd: SELinux mode (enforcing, permissive, off) is changed","None","['audit.type', 'audit.type']","80700",""
"80740","12","Auditd: replay attack detected","None","['audit.type', 'audit.type']","80700",""
"80742","5","Auditd: user ID changed","None","['audit.type', 'audit.type']","80700",""
"80781","3","Audit: Watch - Write access: $(audit.file.name)","None","['audit.file.name']","80780",""
"80783","3","Audit: Watch - Read access","None","['audit.directory.name']","80700","80785"
"80785","3","Audit: Watch - Read access: $(audit.directory.name)","None","['audit.file.name', 'audit.directory.name']","80783",""
"80787","3","Audit: Watch - Change attribute: $(audit.file.name)","None","['audit.file.name']","80786",""
"80789","3","Audit: Watch - Execute access: $(audit.file.name)","None","['audit.directory.name']","80700",""
"80791","3","Audit: Deleted: $(audit.file.name)","None","[]","None",""
"9300","0","Grouping for the Horde imp rules.","horde_imp","[]","None","9302, 9304"
"9302","3","Horde IMP notice message.","None","[]","9300",""
"9304","9","Horde IMP emergency message.","None","[]","9300",""
"9306","5","Horde IMP Failed login.","None","[]","9303",""
"81100","0","USB messages grouped.","kernel","[]","None",""
"9400","0","Roundcube messages grouped.","roundcube","[]","None","9402"
"9402","3","Roundcube authentication succeeded.","None","[]","9400",""
"81300","0","Redis messages grouped.","redis","[]","None","81302, 81304"
"81302","1","Redis: shutdown","None","[]","81300",""
"81304","3","Redis: Client connected","None","[]","81300",""
"9500","0","Wordpress messages grouped.","wordpress","[]","None","9502, 9504, 9510"
"9502","3","Wordpress authentication succeeded.","None","[]","9500",""
"9504","3","Wordpress plugin deactivated.","None","[]","9500",""
"9510","7","Attack against Wordpress detected.","None","[]","9500",""
"81400","0","OpenSCAP messages grouped.","oscap","[]","None","81402, 81501, 81550"
"81402","0","OpenSCAP: Evaluation finished.","None","[]","81400",""
"81501","7","OpenSCAP: Error messages grouped.","None","['oscap.scan.return_code']","81400","81503, 81505, 81507, 81509"
"81503","7","OpenSCAP ERROR: Impossible to execute OpenSCAP.","None","[]","81501",""
"81505","7","OpenSCAP ERROR: Wrong configuration - Invalid policy.","None","[]","81501",""
"81507","7","OpenSCAP ERROR: Wrong configuration - Inexistent profile.","None","[]","81501",""
"81509","7","OpenSCAP ERROR: xsltproc not installed.","None","[]","81501",""
"81521","0","OpenSCAP: $(oscap.check.title) (passed)","None","['oscap.check.result']","81520",""
"81523","0","OpenSCAP: $(oscap.check.title) (not applied)","None","['oscap.check.result', 'oscap.check.result']","81520",""
"81525","1","OpenSCAP: $(oscap.check.title) (informational)","None","['oscap.check.result', 'oscap.check.result']","81520",""
"81527","3","OpenSCAP: $(oscap.check.title) (unknown)","None","['oscap.check.result', 'oscap.check.result']","81520",""
"81529","5","OpenSCAP: $(oscap.check.title) (not passed)","None","['oscap.check.result', 'oscap.check.result']","81520","81531"
"81531","9","OpenSCAP: $(oscap.check.title) (not passed)","None","['oscap.check.severity', 'oscap.check.severity']","81529",""
"81541","4","OpenSCAP Report overview: Score less than 90","None","['oscap.scan.score']","81540",""
"81543","7","OpenSCAP Report overview: Score less than 50","None","['oscap.scan.score', 'oscap.scan.score']","81540",""
"81550","0","OpenSCAP OVAL messages grouped.","None","['oscap.scan.score']","81400","81552"
"81552","7","OpenSCAP: $(oscap.check.title) (not passed)","None","['oscap.check.result', 'oscap.check.result']","81550",""
"81561","4","OpenSCAP Report overview: Score less than 90","None","['oscap.scan.score']","81560",""
"81563","7","OpenSCAP Report overview: Score less than 50","None","['oscap.scan.score', 'oscap.scan.score']","81560",""
"9600","0","cimserver messages grouped.","cimserver","[]","None",""
"81600","0","Fortigate v3 messages grouped.","fortigate-firewall-v3","[]","None",""
"81602","0","Fortigate v5 messages grouped.","fortigate-firewall-v5","[]","None",""
"81604","4","Fortigate: IP Sec DPD Failed.","None","[]","81603",""
"81606","4","Fortigate: Login failed.","None","[]","81603",""
"81608","7","Fortigate: Configuration changed.","None","[]","81603",""
"81610","4","Fortigate: Default tunneling setting. Could be IPS.","None","[]","81603",""
"81612","3","Fortigate: Firewall configuration changes","None","[]","81603",""
"81614","4","Fortigate: SSL VPN User failed login attempt","None","[]","81603",""
"81616","4","Fortigate: User logout successful","None","[]","81603",""
"81618","1","Fortigate: Traffic to be aware of.","None","[]","81603",""
"81620","0","Fortigate: URL Blocked by Firewall.","None","[]","81603",""
"81622","3","Fortigate: VPN User connected.","None","[]","81603",""
"81624","3","Fortigate: VPN User disconnected.","None","[]","81603",""
"81626","3","Fortigate: User successfully logged into firewall interface.","None","[]","81603",""
"81628","11","Fortigate Attack Detected","None","[]","81603",""
"9700","0","Dovecot Messages Grouped.","dovecot","[]","None","9702, 9704, 9706, 9750"
"9702","5","Dovecot Authentication Failed.","None","[]","9700",""
"9704","2","Dovecot Fatal Failure.","None","[]","9700",""
"9706","3","Dovecot Session Disconnected.","None","[]","9700",""
"9750","10","Dovecot Multiple Authentication Failures.","None","[]","9700",""
"9770","0","dovecot-info grouping.","dovecot-info","[]","None",""
"81700","0","HP 5500 EI messages grouped.","hp_5500","[]","None","81702, 81704, 81706, 81708"
"81702","6","HP 5500 EI - Alert event","None","[]","81700",""
"81704","4","HP 5500 EI - Error event","None","[]","81700",""
"81706","1","HP 5500 EI - Notification event","None","[]","81700",""
"81708","0","HP 5500 EI - Debug event","None","[]","81700",""
"9800","0","Grouping for the vm-pop3d rules.","vm-pop3d","[]","None",""
"81800","0","OpenVPN messages grouped.","openvpn","[]","None","81802, 81804"
"81802","3","OpenVPN: Concurrent connections","None","[]","81800",""
"81804","4","OpenVPN: Certificate failed - Possible revoked user","None","[]","81800",""
"9900","0","Grouping for the vpopmail rules.","vpopmail","[]","None","9902, 9904"
"9902","5","vpopmail: Attempt to login to vpopmail with invalid username.","None","[]","9900",""
"9904","3","vpopmail: successful login.","None","[]","9900",""
"9952","10","vpopmail: brute force (email harvesting).","None","[]","None",""
"86800","0","VShell message grouped.","windows-date-format","[]","None","86802, 86804, 86806"
"86802","5","VShell user failed to login or user does not exist","None","[]","86800",""
"86804","10","Host is trying to connect to VShell server but exists in the deny file.","None","[]","86800",""
"86806","12","VShell multiple connection attempts within 2 minute by a host in the deny file, potential DOS or brute force attempt.","None","[]","86800",""
"11100","0","Grouping for the ftpd rules.","ftpd","[]","None","11102, 11104, 11106, 11108, 11110, 11112"
"11102","0","FTPD: File created via FTP","None","[]","11100",""
"11104","0","FTPD: User uploaded a file to server.","None","[]","11100",""
"11106","3","FTPD: Remote host connected to FTP server.,","None","[]","11100",""
"11108","5","FTPD: Reverse lookup error (bad ISP config).","None","[]","11100",""
"11110","3","FTPD: User disconnected due to time out.","None","[]","11100",""
"11112","5","FTPD: authentication failure.","None","[]","11100",""
"81900","0","RSA Authentication Manager messages grouped.","rsa-auth-manager","[]","None",""
"81902","4","RSA Authentication Manager: Authentication success","None","[]","81901",""
"11200","0","Grouping for the proftpd rules.","proftpd","[]","None","11202, 11204, 11206, 11208, 11210, 11212, 11214, 11216, 11218, 11220, 11222"
"11202","0","proftpd: FTP session closed.","None","[]","11200",""
"11204","5","proftpd: Login failed accessing the FTP server","None","[]","11200",""
"11206","5","proftpd: Connection denied by ProFTPD configuration.","None","[]","11200",""
"11208","4","Server misconfiguration.","None","[]","11200",""
"11210","10","proftpd: Multiple failed login attempts.","None","[]","11200",""
"11212","5","proftpd: Reverse lookup error (bad ISP config).","None","[]","11200",""
"11214","3","proftpd: Remote host disconnected due to inactivity.","None","[]","11200",""
"11216","3","proftpd: Remote host disconnected due to time out.","None","[]","11200",""
"11218","12","proftpd: FTP process crashed.","None","[]","11200",""
"11220","4","proftpd: Unable to bind to adress.","None","[]","11200",""
"11222","4","Check log message for reason.","None","[]","11200",""
"11252","10","proftpd: Multiple connection attempts from same source.","None","[]","None",""
"82000","0","Imperva messages grouped.","imperva","[]","None",""
"11300","0","Grouping for the pure-ftpd rules.","pure-ftpd","[]","None","11302, 11304, 11306, 11309"
"11302","5","pure-ftpd: FTP Authentication failed.","None","[]","11300",""
"11304","0","pure-ftpd: FTP notice messages","None","[]","11300",""
"11306","10","pure-ftpd: FTP brute force (multiple failed logins).","None","[]","11300",""
"11309","3","pure-ftpd: FTP Authentication success.","None","[]","11300",""
"11311","0","pure-ftpd: File added to ftpd.","pure-transfer","[]","11310",""
"82100","0","Sophos alerts.","sophos","[]","None","82102, 82104"
"82102","3","Sophos Cloud Scheduled Scan completed","None","[]","82100",""
"82104","3","User has stopped on-access scanning for this machine.","None","[]","82100",""
"11400","0","Grouping for the vsftpd rules.","vsftpd","[]","None","11402, 11404"
"11402","3","vsftpd: FTP Authentication success.","None","[]","11400",""
"11404","0","vsftpd: FTP server file upload.","None","[]","11400",""
"82200","0","FreeIPA syslog.","freeipa","[]","None",""
"82202","0","FreeIPA messages grouped.","None","[]","82200,82201",""
"11500","0","Grouping for the Microsoft ftp rules.","msftp","[]","None","11502, 11504"
"11502","5","MS-FTP: FTP Authentication failed.","None","[]","11500",""
"11504","4","MS-FTP: FTP client request failed.","None","[]","11500",""
"11511","10","MS-FTP: Multiple connection attempts from same source.","None","[]","None",""
"82400","0","Cisco eStreamer messages grouped.","cisco-estreamer","[]","None","82402, 82404"
"82402","5","Cisco eStreamer: SERVER-MYSQL login attempt from unauthorized location","None","[]","82400",""
"82404","5","Cisco eStreamer: SERVER-MYSQL show databases attempt","None","[]","82400",""
"12100","0","Grouping of the named rules","named","[]","None","12102, 12104, 12106, 12108, 12110, 12114, 12116, 12118, 12120, 12122, 12125, 12127, 12131, 12133, 12135, 12137, 12139, 12141, 12143, 12145, 12147"
"12102","9","Failed attempt to perform a zone transfer.","None","[]","12100",""
"12104","4","Log permission misconfiguration in Named.","None","[]","12100",""
"12106","4","DNS configuration error.","None","[]","12100",""
"12108","5","Query cache denied (probably config error).","None","[]","12100",""
"12110","8","than stored.","None","[]","12100",""
"12112","4","Zone transfer error.","None","[]","None",""
"12114","1","Hostname contains characters that check-names does not like.","None","[]","12100",""
"12116","1","Syntax error in a named configuration file.","None","[]","12100",""
"12118","1","Zone has been duplicated.","None","[]","12100",""
"12120","1","Missing A or AAAA record","None","[]","12100",""
"12122","1","Origin of zone and owner name of SOA do not match.","None","[]","12100",""
"12125","3","BIND Configuration error.","None","[]","12100",""
"12127","1","Origin of zone and owner name of SOA do not match.","None","[]","12100",""
"12129","4","Zone transfer failed, unable to connect to master.","None","[]","12128",""
"12131","2","Could not bind to an interface.","None","[]","12100",""
"12133","4","Could not open configuration file, permission denied.","None","[]","12100",""
"12135","0","Domain in SOA -E.","None","[]","12100",""
"12137","0","Domain is queried for a zone transferred.","None","[]","12100",""
"12139","3","Bad zone transfer request.","None","[]","12100",""
"12141","1","Origin of zone and owner name of SOA do not match.","None","[]","12100",""
"12143","0","named has created an automatic empty zone.","None","[]","12100",""
"12145","1","zone transfer denied","None","[]","12100",""
"12147","0","Cannot update forwarding domain.","None","[]","12100",""
"86600","0","Suricata messages.","json","['timestamp', 'event_type']","None","86602"
"86602","0","Suricata: HTTP.","None","['event_type', 'event_type']","86600",""
"13100","0","Grouping for the smbd rules.","smbd","[]","None","13102, 13104, 13106, 13111"
"13102","5","Samba connection denied.","None","[]","13100",""
"13104","5","Samba: User action denied by configuration.","None","[]","13100",""
"13106","0","Grouping for the nmbd rules.","nmbd","[]","13100","13109"
"13109","1","Samba: An attempt has been made to start nmbd but the process is already running.","None","[]","13106",""
"13111","3","Samba: Socket is not connected, write failed.","None","[]","13100",""
"83000","0","Windows Defender messages grouped.","None","[]","18100",""
"14100","0","Grouping of racoon rules.","racoon","[]","None","14110, 14112"
"14110","0","Racoon informational message.","racoon-failed","[]","14100",""
"14112","4","Racoon warning message.","None","[]","14100",""
"14121","0","racoon: Roadwarrior configuration (ignored error).","None","[]","14111",""
"14123","0","racoon: Invalid configuration settings (ignored error).","None","[]","14111",""
"31401","0","PHP Warning message.","None","[]","31301, 30101",""
"31403","0","PHP Parse error.","None","[]","31301, 30101",""
"31405","0","PHP Fatal error.","None","[]","None",""
"31410","3","PHP Warning message.","None","[]","31401, 31404","31412"
"31412","5","PHP internal error (missing file).","None","[]","31410",""
"31420","5","PHP Fatal error.","None","[]","31402, 31405",""
"14200","0","Grouping of Cisco VPN concentrator rules","cisco-vpn-concentrator","[]","None","14202"
"14202","5","CiscoVPN: VPN authentication failed.","None","[]","14200",""
"20100","8","First time this IDS alert is generated.","None","[]","None",""
"20102","0","Ignored snort ids.","snort","[]","20100, 20101",""
"20152","10","Multiple IDS alerts for same id.","dragon-nids","[]","20100, 20101",""
"20161","11","(ignoring now this srcip and id).","None","[]","None",""
"86900","0","Qualysguard messages grouped.","qualysguard","[]","None","86902, 86904"
"86902","7","Qualysguard: $(qualysguard.vulnerability_title).","None","['qualysguard.severity', 'qualysguard.severity']","86900",""
"86904","8","Qualysguard: $(qualysguard.vulnerability_title).","None","['qualysguard.severity', 'qualysguard.severity']","86900",""
"31100","0","Access log messages grouped.","None","[]","None","31501, 31503, 31505, 31507, 31511, 31513, 31515, 31530, 31101, 31105, 31110, 31120, 31165"
"31101","5","Web server 400 error code.","None","[]","31100","31140, 31151"
"31103","7","SQL injection attempt.","None","[]","31100,31108",""
"31105","6","XSS (Cross Site Scripting) attempt.","None","[]","31100",""
"31110","6","PHP CGI-bin vulnerability attempt.","None","[]","31100",""
"31107","0","Ignored URLs for the web attacks","None","[]","31103, 31104, 31105",""
"31120","5","Web server 500 error code (server error).","None","[]","31100","31122"
"31122","5","Web server 500 error code (Internal Error).","None","[]","31120",""
"31140","0","Ignoring google/msn/yahoo bots.","None","[]","31101",""
"31151","10","from same source ip.","None","[]","31101",""
"31153","10","Multiple common web attacks from same source ip.","None","[]","None",""
"31161","10","Multiple web server 501 error code (Not Implemented).","None","[]","None",""
"31163","10","Multiple web server 503 error code (Service unavailable).","None","[]","None",""
"31165","6","SQL injection attempt.","None","[]","31100",""
"31167","6","Shellshock attack attempt","None","[]","31101, 31120",""
"83200","5","The audit log was cleared","None","[]","18101",""
"30100","0","Apache messages grouped.","apache-errorlog","[]","None","30102, 30302"
"30102","0","Apache warn messages grouped.","None","[]","30100","30108"
"30104","12","Apache: segmentation fault.","None","[]","30103",""
"30106","5","Apache: Attempt to access forbidden directory index.","None","[]","30101",""
"30108","5","Apache: User authentication failed.","None","[]","30102",""
"30110","5","Apache: User authentication failed.","None","[]","30101",""
"30115","5","Apache: Invalid URI (bad client request).","None","[]","30101",""
"30117","10","Apache: Invalid URI, file name too long.","None","[]","30101",""
"30119","12","ModSecurity: Multiple attempts blocked.","None","[]","30101",""
"30200","6","Modsecurity alert.","None","[]","30101","30202"
"30202","10","ModSecurity: Multiple attempts blocked.","None","[]","30200",""
"30302","0","Apache warn messages grouped.","None","[]","30100","30308"
"30304","12","Apache: segmentation fault.","None","[]","30303",""
"30306","5","Apache: Attempt to access forbidden directory index.","None","[]","30301",""
"30308","5","Apache: User authentication failed.","None","[]","30302",""
"30310","10","Apache: Multiple authentication failures with invalid user.","None","[]","30301",""
"30315","5","Apache: Invalid URI (bad client request).","None","[]","30301",""
"30317","10","Apache: Invalid URI, file name too long.","None","[]","30301",""
"30401","0","ModSecurity Warning messages grouped","None","[]","30301",""
"30403","0","ModSecurity Audit log messages grouped","None","[]","30301",""
"31200","0","Grouping of Zeus rules.","zeus","[]","None","31202, 31204"
"31202","4","Zeus warning log.","None","[]","31200","31206"
"31204","12","Zeus fatal log.","None","[]","31200",""
"31206","0","Zeus: Configuration warning (ignored).","None","[]","31202",""
"85000","0","SQL Server messages.","sqlserver","[]","None","85002, 85004, 85006, 85008"
"85002","3","Attempting to load library.","None","[]","85000",""
"85004","5","SQL Server login success.","None","[]","85000",""
"85006","10","SQL Server: Multiple authentication failures.","None","[]","85000",""
"85008","6","SQL Server Network Interface library unregistered ","None","[]","85000",""
"85500","0","Identity Guard Log.","identity_guard","[]","None",""
"87100","0","VirusTotal integration messages.","json","['integration']","None","87102, 87104"
"87102","3","VirusTotal: Error: Check credentials","None","['virustotal.error', 'virustotal.error']","87100",""
"87104","3","VirusTotal: Alert - $(virustotal.source.file) - No positives found","None","['virustotal.found', 'virustotal.found', 'virustotal.malicious']","87100",""
"87200","0","pvedaemon messages grouped.","pvedaemon","[]","None","87202"
